date,actual,logit_prob,xgb_prob
2022-06-01,0.0,0.07679559876017952,0.031140622
2022-07-01,0.0,0.03988320165591324,0.028189493
2022-08-01,0.0,0.01731482226282092,0.06265302
2022-09-01,0.0,0.009168155060761449,0.006053323
2022-10-01,0.0,0.011214756353166228,0.12859859
2022-11-01,0.0,0.04200722129854664,0.06238749
2022-12-01,0.0,0.03259138489941471,0.031688802
2023-01-01,0.0,0.012850658828046825,0.0025319734
2023-02-01,0.0,0.050097000050237206,0.14553043
2023-03-01,0.0,0.013143829812667573,0.009240544
2023-04-01,0.0,0.0195694202103038,0.0013216258
2023-05-01,0.0,0.02480199670065449,0.0023377524
2023-06-01,0.0,0.12650598212315955,0.0020913421
2023-07-01,0.0,0.022110215952465845,0.0052642873
2023-08-01,0.0,0.025259732111294557,0.0015840749
2023-09-01,0.0,0.025690107560995174,0.07544705
2023-10-01,0.0,0.054916580135558,0.004887168
2023-11-01,0.0,0.09762366097609072,0.021041414
2023-12-01,0.0,0.15417108383669706,0.008459247
2024-01-01,0.0,0.03081383582486462,0.0051686163
2024-02-01,0.0,0.017685276343980646,0.009457985
2024-03-01,0.0,0.016574422197200272,0.0012086492
2024-04-01,0.0,0.017162075039476914,0.00250658
2024-05-01,0.0,0.025265860803032076,0.012967188
2024-06-01,0.0,0.15243466875116968,0.039494056
2024-07-01,0.0,0.05894948883605376,0.0022450213
2024-08-01,0.0,0.007250499491902435,0.0019368578
2024-09-01,0.0,0.010980879893835303,0.0006186014
2024-10-01,0.0,0.024601690018776143,0.0007095767
2024-11-01,0.0,0.014251279681332933,0.00041377282
